timestamp,latitude,longitude,accident,harm,index_right,u,v,key,osmid,highway,length,speed_kph,travel_time,dist_to_edge
2022-12-08 01:25:00,43.177589238,-89.24701141,1,0,14228,447565040,447532375,0,"[549644938, 1460520543]",tertiary,438.81001015984486,44.58354698042482,35.432713266825616,0.027868961842785124
2022-12-08 01:25:00,43.177589238,-89.24701141,1,0,14224,447541864,447532375,0,886862721,residential,15.538976814282723,35.78807267343486,1.563099444942777,0.027868961842785124
2022-12-08 01:25:00,43.177589238,-89.24701141,1,0,14223,447532375,447541864,0,886862721,residential,15.538976814282723,35.78807267343486,1.563099444942777,0.027868961842785124
2022-12-07 17:20:00,43.01538554,-89.48066655,1,0,21227,5425825498,2842214600,0,"[633905667, 1260438935]",secondary,572.0789893825261,64.3736,31.992685849122843,0.0004312101785677908
2022-12-08 17:07:00,43.038445028,-89.37891521,1,1,19461,3252869118,3233235408,0,"[1259587921, 1382881268, 700405205]",secondary,164.72726059518007,56.3269,10.528151525162013,5.394620876136057e-05
2022-12-09 04:18:00,42.99750205,-89.37616064,1,0,20867,4199378732,53642809,0,"[1434416847, 1452186595, 1452186583]",tertiary,808.7342760193482,44.58354698042482,65.30309028458352,0.028996195796009344
2022-12-09 04:18:00,42.99750205,-89.37616064,1,0,12026,53642809,4199378732,0,"[1452186583, 1452186595, 1434416847]",tertiary,808.7342760193482,44.58354698042482,65.30309028458352,0.028996195796009344
2022-12-08 15:14:00,43.093969817,-89.51912228,1,0,145,53279814,53279803,0,"[37825792, 38310355, 37825791]",motorway,751.8685944254653,88.5137,30.57975138234731,0.0019141165314245031
2022-12-08 08:52:00,43.07355436,-89.43374608,1,0,14754,482804883,482804884,0,376729110,tertiary,19.574720057759215,44.58354698042482,1.5806053349428164,3.924580216282747e-06
2022-12-08 08:52:00,43.07355436,-89.43374608,1,0,14757,482804884,482804883,0,376729110,tertiary,19.574720057759215,44.58354698042482,1.5806053349428164,3.924580216282747e-06
2022-12-02 18:11:00,43.081430743,-89.36691623,1,0,2444,53432339,3235649725,0,971599807,tertiary,200.12115050709474,40.2335,17.906375081102592,8.927956600102251e-06
2022-12-02 18:11:00,43.081430743,-89.36691623,1,0,19445,3235649725,53432339,0,971599807,tertiary,200.12115050709474,40.2335,17.906375081102592,8.927956600102251e-06
2022-12-01 15:33:00,43.086366741,-89.35474761,1,0,19342,3208339051,3208342164,0,6656000,residential,201.83476879919564,32.1868,22.574632075170705,1.8275112882599197e-05
2022-12-01 15:33:00,43.086366741,-89.35474761,1,0,19347,3208342164,3208339051,0,6656000,residential,201.83476879919561,32.1868,22.5746320751707,1.8275112882599197e-05
2022-12-06 16:43:00,43.152489091,-89.40330491,1,1,7179,53521828,446987368,0,"[39464750, 4722601, 394674798]",primary,1228.3205483969832,88.5137,49.95784804193181,1.3912204281761207e-05
