edge_id,hour,risk,accidents,y,best_travel_time_s
53478531_53572881_0,2022-12-31 23:00:00,0.0529243890904305,0,0,166.913207424994
53467600_53358187_0,2022-12-31 23:00:00,0.0529243890904305,0,0,862.1400017448875
53464673_53494013_0,2022-12-31 23:00:00,0.0529243890904305,0,0,584.8695037529236
53467210_53620460_0,2022-12-31 23:00:00,0.0529243890904305,0,0,222.02417896787134
53461463_53667261_0,2022-12-31 23:00:00,0.0529243890904305,0,0,212.48750473389975
53460033_53584837_0,2022-12-31 23:00:00,0.0529243890904305,0,0,232.50440758617657
53461150_1699123271_0,2022-12-31 23:00:00,0.0529243890904305,0,0,167.7969329076902
53461154_2705148524_0,2022-12-31 23:00:00,0.0529243890904305,0,0,179.00933125715153
53461154_316292008_0,2022-12-31 23:00:00,0.0529243890904305,0,0,179.00933125715153
53461432_53589760_0,2022-12-31 23:00:00,0.0529243890904305,0,0,362.2907236745405
53461450_53432331_0,2022-12-31 23:00:00,0.0529243890904305,0,0,175.8002469063167
53461463_3235649725_0,2022-12-31 23:00:00,0.0529243890904305,0,0,212.48750473389975
53461463_53461467_0,2022-12-31 23:00:00,0.0529243890904305,0,0,212.48750473389975
53461467_53461463_0,2022-12-31 23:00:00,0.0529243890904305,0,0,230.28341721943514
53460033_2842214569_0,2022-12-31 23:00:00,0.0529243890904305,0,0,232.50440758617657
53461467_53461474_0,2022-12-31 23:00:00,0.0529243890904305,0,0,230.28341721943514
53461474_53461478_0,2022-12-31 23:00:00,0.0529243890904305,0,0,248.55435702585126
53461478_53461491_0,2022-12-31 23:00:00,0.0529243890904305,0,0,265.32588432008674
53461491_53461478_0,2022-12-31 23:00:00,0.0529243890904305,0,0,284.54676460529384
53461491_53560789_0,2022-12-31 23:00:00,0.0529243890904305,0,0,284.54676460529384
53461499_53461500_0,2022-12-31 23:00:00,0.0529243890904305,0,0,305.68844348266475
53461503_2948601586_0,2022-12-31 23:00:00,0.0529243890904305,0,0,313.8614849904685
53461724_53439335_0,2022-12-31 23:00:00,0.0529243890904305,0,0,452.8671577711525
